ID,Street name,City,Lat/Lon,Furniture,Buses
1621,Palamós-Tamariu,BARCELONA,41.4493294 / 2.1861090,Pal,50 51 127 80 81 
1622,S'Agaró-Sa Tuna,BARCELONA,41.4512361 / 2.1879587,Pal,50 51 76 
1624,Parc del Turó de la Peira,BARCELONA,41.4327316 / 2.1632349,Pal,71 
1625,Mercat Mare de Déu de Núria,BARCELONA,41.4599653 / 2.1725558,Pal,62 76 N3 83 
1626,Perafita-Av Rasos de Peguera,BARCELONA,41.4597108 / 2.1704509,Pal,62 76 N3 83 
1628,Ciutat de Granada-Ptge Mas de Roda,BARCELONA,41.3968564 / 2.1998812,Pal,06 36 N6 N8 
1629,Pamplona-Av Bogatell,BARCELONA,41.3934409 / 2.1957058,Pal,71 
1630,Badajoz-Doctor Trueta,BARCELONA,41.3949800 / 2.2004326,Pal,26 36 92 N6 N8 
1631,Marina-Ramon Turró,BARCELONA,41.3909340 / 2.1918690,Marquesina,10 N0 
1632,Àlaba-Bogatell,BARCELONA,41.3931668 / 2.1985222,Pal,71 
1636,Tamarit-Mercat de Sant Antoni,BARCELONA,41.3800106 / 2.1626881,Pal,24 41 55 141 
1637,Pg Reina Elisenda-Major de Sarrià,BARCELONA,41.3998476 / 2.1208294,Pal,22 64 68 75 N7 
1638,Zona Franca-Carrer A,BARCELONA,41.3349911 / 2.1403459,Pal,21 37 109 N1 
1639,Zona Franca-SEAT,BARCELONA,41.3380549 / 2.1421986,Marquesina,21 37 109 N1 
1640,Carrer A-SEAT,BARCELONA,41.3374585 / 2.1412837,Pal,21 37 109 N1 
1641,Carrer A-Carrer número 3,BARCELONA,41.3310935 / 2.1373802,Pal,21 109 N1 
1642,Carrer A-Carrer número 4,BARCELONA,41.3292066 / 2.1362253,Pal,21 109 N1 
1643,Mercabarna-Mercat del Peix,BARCELONA,41.3340938 / 2.1173689,Pal,109 N1 
1644,Palamós-La Fosca,BARCELONA,41.4478599 / 2.1852800,Pal,50 51 127 80 81 
1645,Carrer D-Carrer número 4,BARCELONA,41.3301943 / 2.1288296,Pal,109 N1 
1646,Carrer D-Carrer número 5,BARCELONA,41.3276348 / 2.1272378,Pal,109 N1 
1647,Carrer D-Carrer número 6,BARCELONA,41.3288993 / 2.1119528,Pal,109 110 N1 
1649,Collblanc - Torre Melina,BARCELONA,41.37602 / 2.11161,Pal,N3 
1650,Av Doctor Marañón-Av de Xile,BARCELONA,41.3814806 / 2.1143847,Pal,54 113 
1659,Ciutat d'Asunción-Tucumán,BARCELONA,41.4447004 / 2.1993106,Marquesina,11 42 60 73 N8 
1660,Pl Maragall-Xiprer,BARCELONA,41.4189219 / 2.1805093,Marquesina,19 45 47 50 51 N1 N4 
1661,Rambla de Prim-Pallars,BARCELONA,41.4143781 / 2.2148989,Pal,36 43 B23 N6 
1662,Roc Boronat-Pallars,BARCELONA,41.4004358 / 2.1977121,Pal,141 N8 
1663,Av Meridiana-Pl dels Jardins d'Elx,BARCELONA,41.4235419 / 2.1871124,Marquesina,62 96 B22 N3 
1664,Gran Via-Metro Besòs,BARCELONA,41.4202481 / 2.2097052,,42 60 N2 
1665,Rambla de Guipúscoa-Extremadura,BARCELONA,41.4247335 / 2.2085555,Pal,43 44 B21 
1666,Bernat Metge - Escola General Prim,BARCELONA,41.4201763 / 2.2117455,Marquesina,43 B23 B25 N11 
1667,Rambla de Guipúscoa-Ca N'Oliva,BARCELONA,41.4234047 / 2.2067840,Marquesina,43 44 B21 
1668,Carrer número 1-Carrer número 61,BARCELONA,41.3455355 / 2.1428024,Pal,23 
1669,Carrer número 1-Carrer número 60,BARCELONA,41.3454637 / 2.1429080,Marquesina,21 37 109 N1 
1670,Transports Metropolitans de Barcelona,BARCELONA,41.3468091 / 2.1423654,Marquesina,21 23 37 109 
1671,Entitat Metropolitana del Transport,BARCELONA,41.3879170 / 2.1699187,Pal,21 37 
1672,Pla del Palau (Av. Marquès de l'Argentera-Pg. Isabel II),BARCELONA,41.38278 / 2.18318,,100 
1673,Pl. Catalunya ('Fontanella'-Rda. Sant Pere),BARCELONA,41.3878185 / 2.1721857,,101 
1674,Pg. de Gràcia ('Provença'-Rosselló),BARCELONA,41.3879170 / 2.1699187,,100 101 
1676,Pg. Sant Gervasi ('Av. Tibidabo'-Císter),BARCELONA,41.3879170 / 2.1699187,,101 
1678,Av. Francesc Ferrer i Guàrdia (Davant Poble Espanyol),BARCELONA,41.3879170 / 2.1699187,,100 
1679,Av. Estadi (Abans Estadi Olímpic),BARCELONA,41.3879170 / 2.1699187,,100 
1680,Av. Miramar (Tarongers-'Pl. Dante'),BARCELONA,41.3686820 / 2.1652455,,100 
1681,Pl. Portal de la Pau (Abans Pg. Colom),BARCELONA,41.3786945 / 2.1799307,,100 
1683,Pl. Espanya (Abans Av. Reina Maria Cristina),BARCELONA,41.3739767 / 2.1497311,,100 
1684,Pl. Antoni Moura (Abans Av. Francesc Cambó),BARCELONA,41.3863651 / 2.1779476,,100 
1685,Av. Marquès Argentera (Passat Pg. Picasso),BARCELONA,41.3870326 / 2.1840362,,100 
1687,Maremàgnum (Davant Reial Club Marítim),BARCELONA,41.3879170 / 2.1699187,,100 
1693,Av. Tibidabo (Pl. Jonh Kenedy-Mas Yebra),BARCELONA,41.3879170 / 2.1699187,Pal,", "
1694,Cª. d´Horta a Cerdanyola (Font Baliarda),BARCELONA,41.3879170 / 2.1699187,Pal,102 
1695,Ctra d'Horta,BARCELONA,41.4390122 / 2.1542514,Pal,45 102 
1699,Bernat Metge-Col·legi Sant Gabriel,BARCELONA,41.4204830 / 2.2119065,Marquesina,43 B23 B25 N11 
1700,Cristòfol de Moura - ' Mercat del Besòs ',BARCELONA,41.4182242 / 2.2158372,Pal,N6 
1702,General Mendoza-Santa Rosalia,BARCELONA,41.4215071 / 2.1416661,Pal,19 119 
1703,Les Agudes (a Torre Baró-Vallbona),BARCELONA,41.4615878 / 2.1759344,Pal,62 76 N3 83 
1704,Les Agudes-Costabona (a Torre Baró-Vallbona),BARCELONA,41.4627486 / 2.1773800,Pal,62 76 N3 83 
1705,Vallcivera-Pl Roja,BARCELONA,41.4611673 / 2.1793860,Marquesina,51 62 76 N3 
1706,Av Rasos de Peguera-Pedraforca,BARCELONA,41.4605340 / 2.1738360,Marquesina,62 76 N3 83 
1707,Les Agudes-Costabona (a Can Cuiàs),BARCELONA,41.4627216 / 2.1772978,Pal,62 104 N3 83 
1708,Les Agudes-Av Rasos de Peguera (a Can Cuiàs),BARCELONA,41.4615759 / 2.1759210,Pal,62 104 N3 83 
1709,Av Meridiana-Ctra de Ribes,BARCELONA,41.4499359 / 2.1888802,Marquesina,96 97 104 N3 
1710,Pg de Santa Coloma-Ctra de Ribes,BARCELONA,41.4451717 / 2.1898233,Pal,96 B16 B19 N3 
1711,Via Favència-Ctra de Ribes,BARCELONA,41.4471583 / 2.1899558,Pal,60 127 
1712,Pl de Josep Andreu i Abelló,BARCELONA,41.4475550 / 2.1905688,Pal,11 40 62 76 126 
1713,Travessera de les Corts-Riera Blanca,BARCELONA,41.3770965 / 2.1198515,Pal,15 54 57 157 158 N14 N3 
1714,Pare Manyanet-Sant Sebastià,BARCELONA,41.4277422 / 2.1913787,Marquesina,11 B22 
1730,Mercat Ciutat Meridiana,BARCELONA,41.4623449 / 2.1782337,Pal,62 76 104 N3 83 
1731,Les Agudes-Can Cuiàs,BARCELONA,41.4637699 / 2.1755611,Pal,62 76 104 N3 83 
1732,Les Agudes 31,BARCELONA,41.4635963 / 2.1781575,Pal,62 76 104 N3 83 
1733,Les Agudes 118-124,BARCELONA,41.4612515 / 2.1741048,Marquesina,62 76 N3 83 
1735,Les Agudes (Davant Circumval.lació),BARCELONA,41.3879170 / 2.1699187,,83 
1736,Estació TIR-Pg de la Zona Franca,BARCELONA,41.3469671 / 2.1487536,Pal,21 37 
1741,Cotxeres TB Zona Franca,BARCELONA,41.3300410 / 2.1372607,Marquesina,21 109 110 N1 
1742,Ronda General Mitre-Ríos Rosas,BARCELONA,41.4045927 / 2.1414318,Pal,74 N0 
1745,Via Augusta-Margenat,BARCELONA,41.4020496 / 2.1204741,Pal,30 66 130 N8 
1752,Av Madrid-Església de Santa Tecla,BARCELONA,41.3787206 / 2.1276998,Pal,54 N3 
1753,Av Madrid-Benavent,BARCELONA,41.3774164 / 2.1254307,Pal,54 N3 
1754,Av Madrid-Arizala,BARCELONA,41.3761753 / 2.1236934,Pal,15 54 75 N3 
1755,Sants-Munné,BARCELONA,41.3756473 / 2.1229069,Pal,56 57 157 N14 N2 
1756,Sants-Portbou,BARCELONA,41.3755985 / 2.1289139,Marquesina,56 57 157 N14 N2 
1757,Cª. d´Horta a Cerdanyola (Font Baliarda),BARCELONA,41.3879170 / 2.1699187,Pal,102 
1758,Coll de La Ventosa,BARCELONA,41.4501928 / 2.1591648,Pal,102 
1761,Av Alzinar-Transversal,BARCELONA,41.4616715 / 2.1828007,Pal,97 
1763,Salvador Espriu-Arquitecte Sert,BARCELONA,41.3903799 / 2.1990264,Marquesina,36 N6 N8 
1764,Av Icària-Arquitecte Sert,BARCELONA,41.3916377 / 2.1972700,Pal,14 41 71 92 
1765,Av Meridiana-Peníscola,BARCELONA,41.4528692 / 2.1892485,Marquesina,62 76 96 97 104 N3 
1766,Sants - Sugrañes,BARCELONA,41.3755106 / 2.1278949,Pal,56 57 157 N14 N2 
1767,Sants-Pl de Sants,BARCELONA,41.3755305 / 2.1343037,Marquesina,56 57 157 N14 N2 
1768,Sants-Rambla del Brasil,BARCELONA,41.3755965 / 2.1310630,Marquesina,56 57 157 N14 N2 
1769,Badal-Súria,BARCELONA,41.3694182 / 2.1330808,Pal,72 
1771,Sant Antoni - Pl de Sants,BARCELONA,41.3754708 / 2.1354487,Pal,30 115 
1775,Av Tibidabo-Roman Macaya,BARCELONA,41.4136449 / 2.1346800,Pal,123 196 
1776,Pl Alfonso Comín-Doctor Ribas i Perdigó,BARCELONA,41.4151914 / 2.1361747,Marquesina,17 123 124 N4 
1777,Major de Can Caralleu-Ronda de Dalt,BARCELONA,41.4013226 / 2.1134761,Pal,66 130 N8 
1778,Av Meridiana-S'Agaró,BARCELONA,41.4483292 / 2.1879559,Marquesina,62 96 97 104 N3 
1779,Ctra d'Horta-Ronda de Dalt,BARCELONA,41.4396402 / 2.1543934,Marquesina,102 185 
1780,Lima-Caracas,BARCELONA,41.4392636 / 2.2045127,Pal,11 42 73 N8 
1781,Estació TIR-Ronda Litoral,BARCELONA,41.3470569 / 2.1488097,Pal,21 37 
1783,Pl Pau Vila,BARCELONA,41.3822064 / 2.1861157,Marquesina,17 40 45 N8 
1784,Trelawny (Torrevieja-Dr. Aiguader),BARCELONA,41.3879170 / 2.1699187,Pal,36 
1785,Costa Pacheco 21,BARCELONA,41.4280778 / 2.1313277,Pal,112 
1786,Ramon Trias Fargas-Av Icària,BARCELONA,41.3877731 / 2.1939566,Pal,10 71 92 
1787,Hospital del Mar,BARCELONA,41.3837998 / 2.1938526,Pal,92 
1788,Trelawny-Ronda Litoral,BARCELONA,41.3857139 / 2.1946319,Marquesina,57 157 
1791,Berenguer de Palou-Baixada de La Sagrera,BARCELONA,41.4206640 / 2.1915554,Marquesina,35 B20 N9 
1792,Sagrera-Pl del General Moragues,BARCELONA,41.4182528 / 2.1913423,Marquesina,34 35 126 B20 N9 
1793,Bisbe Català (Pl. Pedralbes),BARCELONA,41.3960540 / 2.1143147,,101 
1795,Pl. Francesc Macià (Av. Josep Tarradellas),BARCELONA,41.3870484 / 2.1430306,,101 
1796,Balmes (Rda. Universitat-Pelai),BARCELONA,41.3879170 / 2.1699187,,101 
1797,Pl. Catalunya ('Fontanella'-Rda. Sant Pere)-,BARCELONA,41.3878185 / 2.1721857,,100 
1798,Comte d´Urgell - Pl. Francesc Macià,BARCELONA,41.3919315 / 2.1455216,Pal,100 
1802,Funicular de Vallvidrera-Pl Pep Ventura,BARCELONA,41.4145652 / 2.1053435,Pal,111 
1803,Funicular de Vallvidrera,BARCELONA,41.4142668 / 2.1058649,Pal,111 
1804,Camí Vell,BARCELONA,41.4089507 / 2.1016840,Pal,111 
1810,Cruïlla de Carreteras,BARCELONA,41.4183375 / 2.1165841,Pal,111 
1811,Ctra de Vallvidrera-Accés Escola Judicial,BARCELONA,41.4167093 / 2.1122975,Pal,111 
1812,Parc de la Budellera,BARCELONA,41.4159727 / 2.1101497,Pal,111 
1813,Mont d´Orsà (Alcalde Miralles-Turó),BARCELONA,41.3879170 / 2.1699187,Pal,111 
1814,Mont d'Orsà-Romanimar,BARCELONA,41.4110756 / 2.1029372,Pal,111 
1815,Camí Santa Creu d'Olorda,BARCELONA,41.4090617 / 2.1016838,Pal,111 
1816,Mont d'Orsà,BARCELONA,41.4113315 / 2.1031857,Pal,111 
1817,Pl de Vallvidrera-Alberes,BARCELONA,41.4130252 / 2.1047005,Pal,111 
1818,Font del Mont-Parc de la Budellera,BARCELONA,41.4159181 / 2.1102346,,111 
1819,Accés Escola Judicial,BARCELONA,41.4167342 / 2.1126395,Pal,111 
1820,Ctra de Vallvidrera-Cruïlla de Carreteres,BARCELONA,41.4178117 / 2.1167357,Pal,111 
1821,Mentora Alsina,BARCELONA,41.4217743 / 2.1211434,Pal,111 
1825,Cardenal Tedeschini-Pl del Congrés Eucarístic,BARCELONA,41.4262265 / 2.1815562,Pal,20 
1826,Pl Dante,BARCELONA,41.3686820 / 2.1652455,Pal,55 
1827,Costa Pacheco-Av Elies Pagès,BARCELONA,41.4283972 / 2.1324855,Pal,112 
1828,Av Elies Pagès-Natzaret,BARCELONA,41.4275070 / 2.1348396,Pal,112 
1832,Tiana-Quito,BARCELONA,41.4472106 / 2.2011202,Pal,11 42 60 
1833,Felip II-Felip Bertrán i Güell,BARCELONA,41.4245233 / 2.1817245,Pal,20 71 
1834,Pl Congrés,BARCELONA,41.4258749 / 2.1806180,Pal,20 
1835,Olesa-Campo Florido,BARCELONA,41.4214861 / 2.1836208,Pal,20 
1841,Consell de Cent (Bejar-Rector Triadó,BARCELONA,41.37660 / 2.14574,Pal,115 
1842,Moianès-Creu Coberta,BARCELONA,41.3749583 / 2.1425354,Pal,115 
1843,Moianès-Ctra de la Bordeta,BARCELONA,41.3732528 / 2.1424639,Pal,115 
1847,Badal ('Quetzal'-Constitució),BARCELONA,41.3879170 / 2.1699187,Pal,72 
1848,Constitució-Riera de Tena,BARCELONA,41.3696270 / 2.1348533,Pal,115 
1849,Olzinelles-Constitució,BARCELONA,41.3703986 / 2.1377444,Pal,115 
1850,Olzinelles-Noguera Pallaresa,BARCELONA,41.3719787 / 2.1370828,Pal,115 
1851,Pl Bonet i Muixí,BARCELONA,41.3742698 / 2.1364051,Pal,115 
1852,Tajo-Ptge Vila i Rosell,BARCELONA,41.4296356 / 2.1603833,Marquesina,39 45 112 185 N4 
1853,Pl Eivissa,BARCELONA,41.4303083 / 2.1607513,Pal,112 
1855,Lisboa-Alarcón,BARCELONA,41.4276128 / 2.1538593,Pal,112 185 
1856,Plàtans-Pl de la Clota,BARCELONA,41.4262955 / 2.1506382,Pal,112 185 
1857,Granja Vella-Basses d'Horta,BARCELONA,41.4271756 / 2.1449376,Pal,17 112 185 
1858,Granja Vella (Pg. Vall d´Hebron-Basses d´Horta),BARCELONA,41.4379314 / 2.1570322,Pal,112 
1859,Coll i Alentorn-Av de Martí i Codolar,BARCELONA,41.4245528 / 2.1478687,Pal,112 185 
1860,Pantà de Tremp-Pl de la Clota,BARCELONA,41.4257305 / 2.1500302,Pal,112 185 
1861,Lisboa-Serrallonga,BARCELONA,41.4274980 / 2.1539346,Pal,112 185 
1862,Av Joan XXIII-Maternitat,BARCELONA,41.3842379 / 2.1228057,,113 
1863,Sor Eulàlia d'Anzizu-Gran Capità,BARCELONA,41.3881552 / 2.1099826,Pal,54 113 
1864,Sor Eulàlia d'Anzizu-Dulcet,BARCELONA,41.3899796 / 2.1124697,Pal,54 113 
1865,Miret i Sans-Av d'Esplugues,BARCELONA,41.3915700 / 2.1108948,,113 
1868,Joan d'Alos-Av Pearson,BARCELONA,41.3914989 / 2.1038639,,113 
1869,Torrent de les Roses-Mare de Déu de la Merçé,BARCELONA,41.3892775 / 2.1036016,,113 
1870,Pl Coll de Finestrelles,BARCELONA,41.3890358 / 2.1042633,,113 
1872,Josep Serrano-Baró Sant Lluis,BARCELONA,41.4172748 / 2.1626165,Pal,114 
1873,Josep Serrano-Jaume Puigvert,BARCELONA,41.4167566 / 2.1612266,Pal,114 
1874,Av Can Baró-Bismarck,BARCELONA,41.4152590 / 2.1611849,Pal,114 
1879,Av Diagonal-Ciutat de Granada,BARCELONA,41.4042307 / 2.1912949,Pal,07 N7 
1880,Av Diagonal-Roc Boronat,BARCELONA,41.4046131 / 2.1912600,Pal,07 N7 
1882,Doctor Ferran-Comas i Solà,BARCELONA,41.3907391 / 2.1235650,Pal,34 
1883,Manila-Doctor Ferran,BARCELONA,41.3898304 / 2.1256697,Pal,06 34 
1885,Ronda Guinardó-Sardenya,BARCELONA,41.4122159 / 2.1626921,Pal,114 N0 
1886,Av Meridiana-Metro Fabra i Puig,BARCELONA,41.4294000 / 2.1839059,Pal,74 
1887,Ramon Albó-Pg Maragall,BARCELONA,41.4247968 / 2.1774508,Marquesina,31 32 47 50 51 74 N1 N6 
1889,Av. Diagonal (Fernando Primo de Rivera-'Tinent Coronel Valenzuela'),BARCELONA,41.3879170 / 2.1699187,,101 
1890,Av Diagonal-Josep Pla,BARCELONA,41.4100449 / 2.2129318,Pal,07 36 141 N6 N7 
1891,Av Diagonal-Selva de Mar,BARCELONA,41.4092066 / 2.2095776,Pal,07 36 141 N6 N7 
1892,Av Diagonal-Fluvià,BARCELONA,41.4079504 / 2.2045885,Pal,07 N7 
1893,Av Diagonal-Parc del Poblenou,BARCELONA,41.4063882 / 2.1983492,Pal,07 N7 
1894,Av Diagonal-Rambla del Poblenou,BARCELONA,41.4054668 / 2.1947417,Pal,07 N7 
1896,Av Diagonal-Pere IV,BARCELONA,41.4062835 / 2.1995884,Pal,07 N7 
1897,Av Diagonal-Bac de Roda,BARCELONA,41.4076334 / 2.2048710,Pal,07 N7 
1898,Av Diagonal-Metro Selva de Mar,BARCELONA,41.4088787 / 2.2099605,Pal,07 N7 
1899,Av Diagonal-Agricultura,BARCELONA,41.4096924 / 2.2131302,Pal,07 N7 
1900,Antonio Machado - Barri Canyelles,BARCELONA,41.4441956 / 2.1700501,Marquesina,71 
1901,Metro Fabra i Puig,BARCELONA,41.4317190 / 2.1832828,Pal,104 
1904,Pl d'Eusebi Güell,BARCELONA,41.3900784 / 2.1153813,Pal,54 
1905,Balmes-Pelai,BARCELONA,41.3861156 / 2.1668002,Pal,14 59 N11 N5 N7 N9 
1906,Arnau d'Oms-La Jota,BARCELONA,41.4293546 / 2.1774490,Marquesina,31 32 47 50 51 71 132 N1 N6 
1907,Ramon Albó-Alexandre Galì,BARCELONA,41.4266910 / 2.1773138,Marquesina,31 32 47 50 51 74 122 N1 N6 
1908,Av Meridiana-Navas de Tolosa,BARCELONA,41.4145101 / 2.1867711,Marquesina,62 N3 
1909,Av Borbó-Serrano,BARCELONA,41.4287918 / 2.1743830,Pal,74 132 
1910,Via Favència-Pablo Iglesias,BARCELONA,41.4464049 / 2.1828031,Pal,132 
1911,Ctra de Vallvidrera al Tibidabo,BARCELONA,41.4219542 / 2.1183448,Pal,111 
1912,Mare de Déu de Port-Foneria,BARCELONA,41.3606364 / 2.1403642,Pal,13 125 
1913,Mare de Déu de Port-Alts Forns,BARCELONA,41.3599142 / 2.1416402,Pal,13 125 
1914,Foc-Mare de Déu de Port,BARCELONA,41.3584595 / 2.1440715,Pal,13 
1915,Ferrocarrils Catalans-Foc,BARCELONA,41.3595585 / 2.1444575,Pal,13 
1916,Ferrocarrils Catalans ('Alts Forns'-Foneria),BARCELONA,41.3879170 / 2.1699187,Pal,13 
1917,Ferrocarrils Catalans-Aviador Duran,BARCELONA,41.3613940 / 2.1413403,Pal,13 125 
1925,Piferrer-Deià,BARCELONA,41.4321567 / 2.1777767,Pal,36 132 
1926,Piferrer-Pintor Alsamora,BARCELONA,41.4345223 / 2.1797328,Pal,36 132 
1927,Av Rio de Janeiro-Cementiri de Sant Andreu,BARCELONA,41.4378350 / 2.1808878,Pal,132 
1928,Pl Àngel Pestaña,BARCELONA,41.4410515 / 2.1792780,Pal,132 
1930,Av Rio de Janeiro-Baltasar Gracián,BARCELONA,41.4401398 / 2.1825749,Marquesina,132 
1931,Pg Andreu Nin-Pg de Valldaura,BARCELONA,41.4392135 / 2.1832063,Pal,132 
1932,Pg Andreu Nin-Rosselló i Porcel,BARCELONA,41.4366569 / 2.1823192,Pal,36 132 
1935,Escultor Ordóñez-Pl de Sóller,BARCELONA,41.4336497 / 2.1749652,Pal,132 
1936,Sor Eulàlia d'Anzizu-Miret i Sans,BARCELONA,41.3899966 / 2.1122996,Pal,54 
1937,Metro Maragall,BARCELONA,41.4256962 / 2.1762368,Pal,19 45 
1938,Ronda General Mitre-Doctor Fleming,BARCELONA,41.3948739 / 2.1337429,Marquesina,16 70 72 74 N0 N7 
1939,Rda. General Mitre (Vila Arrufat-Ganduxer),BARCELONA,41.3987153 / 2.1337478,Pal,16 74 N0 
1940,Ronda General Mitre-Escoles Pies,BARCELONA,41.3987868 / 2.1334617,Marquesina,14 16 70 72 N7 
1941,Ronda General Mitre-Doctor Roux,BARCELONA,41.3948235 / 2.1334478,Pal,16 30 70 72 74 N0 N7 
1943,Virgili-Pl de Montserrat Roca i Baltà,BARCELONA,41.4310999 / 2.1934837,Pal,11 35 40 B20 B22 N9 
1944,Pl de l'Abat Escarré,BARCELONA,41.4302241 / 2.1907960,Pal,35 40 126 B20 B22 N9 
1945,Av d'Esplugues-Miret i Sans,BARCELONA,41.3917090 / 2.1116294,Pal,22 63 68 75 78 
1946,Av d'Esplugues-Santa Caterina de Siena,BARCELONA,41.3911284 / 2.1108082,Pal,22 63 68 75 78 
1950,La Fosca-Chafarinas,BARCELONA,41.4482030 / 2.1832840,Pal,50 51 80 81 
1953,Numància-Ronda General Mitre,BARCELONA,41.3914102 / 2.1308502,Pal,30 
1954,Segura-Anoia,BARCELONA,41.3626028 / 2.1405714,Pal,13 
1955,Segura-Foneria,BARCELONA,41.3629371 / 2.1418024,Pal,13 125 
1956,Av Sarrià-Doctor Fleming,BARCELONA,41.3917831 / 2.1359057,Pal,66 N0 
1957,Costa i Cuxart-Felip II,BARCELONA,41.4280921 / 2.1757490,Pal,11 34 71 132 
1958,Av Borbó-Costa i Cuxart,BARCELONA,41.4281477 / 2.1746600,Marquesina,31 32 47 50 51 N1 N6 
1960,Parc del Pla de Fornells,BARCELONA,41.4485445 / 2.1763952,Marquesina,11 32 N6 
1961,Pg de Fabra i Puig-Riba-roja,BARCELONA,41.4376950 / 2.1652529,Pal,71 122 
1963,Pg de Fabra i Puig-Vilalba dels Arcs,BARCELONA,41.4376620 / 2.1650566,Pal,71 122 
1966,Av. Litoral (Passat Marina),BARCELONA,41.3879170 / 2.1699187,,100 
1970,Brasil (Roger-Miquel Àngel),BARCELONA,41.3879170 / 2.1699187,Pal,70 
1971,Carrer número 1-Carrer número 62,BARCELONA,41.3456026 / 2.1426129,,37 
1976,Badal-Av del Carrilet,BARCELONA,41.3665858 / 2.1341425,Pal,72 
1979,Carrer A (Carrer nº4-Carrer nº 3),BARCELONA,41.3879170 / 2.1699187,Pal,37 
1981,Aribau-Travessera de Gràcia,BARCELONA,41.3963541 / 2.1490615,Pal,58 64 
1982,Av Paral-lel,BARCELONA,41.3749663 / 2.1630523,Pal,65 165 
1983,Carrer A-Carrer número 2,BARCELONA,41.3425990 / 2.1444403,Pal,21 37 
1985,Sant Salvador-Massens,BARCELONA,41.4084384 / 2.1560003,Pal,116 
1986,Sant Salvador-Verdi,BARCELONA,41.4070500 / 2.1534467,Pal,116 
1987,Sargelet-Maignon,BARCELONA,41.4089953 / 2.1508916,Pal,116 
1988,Valldoreix-Verdi,BARCELONA,41.4101097 / 2.1515278,Pal,116 
1989,Av del Coll del Portell-Sostres,BARCELONA,41.4107027 / 2.1514413,Pal,116 
1990,Sostres-Baixada de la Glòria,BARCELONA,41.4122801 / 2.1497716,Pal,116 
1991,Arnold Schönberg-Av del Coll del Portell,BARCELONA,41.4129712 / 2.1493442,Pal,116 
1992,Av del Coll del Portell-Baixada de la Glòria,BARCELONA,41.4121407 / 2.1503580,Pal,116 
1993,Av del Coll del Portell-Rambla de Mercedes,BARCELONA,41.4112242 / 2.1518988,Pal,116 
1994,Albigesos-Verdi,BARCELONA,41.4105767 / 2.1506291,Pal,116 
1995,Verdi-Valldoreix,BARCELONA,41.4093096 / 2.1515821,Pal,116 
1996,Pl Rovira i Trias,BARCELONA,41.4076268 / 2.1588147,Pal,116 
1997,Torrent de les Flors-Cardener,BARCELONA,41.4097438 / 2.1567120,Pal,116 
2001,Montserrat de Casanovas (Ptge. Pedrell-'Pg. Font d´en Fargas'),BARCELONA,41.4244320 / 2.1654581,,117 
2004,Oblit-direcció Font d'en Fargas,BARCELONA,41.4193621 / 2.1776426,,117 
2005,Rambla Volart-Flors de Maig,BARCELONA,41.4176863 / 2.1743897,,117 
2006,La Bisbal-Av Mare de Déu de Montserrat,BARCELONA,41.4182951 / 2.1723742,,117 
2007,Aguilar-Alt de Predell,BARCELONA,41.4255304 / 2.1695156,,117 
2008,Aguilar-Montserrat de Casanovas,BARCELONA,41.4231335 / 2.1698176,,117 
2009,Garriga i Roca-Sales Ferrer,BARCELONA,41.4212157 / 2.1699054,,117 
2010,Garriga i Roca-Ercilla,BARCELONA,41.4198244 / 2.1707159,,117 
2012,Rambla de la Muntanya-Vinyals,BARCELONA,41.4201772 / 2.1753804,,117 
2019,General Vives-Via Augusta,BARCELONA,41.4049618 / 2.1176653,Pal,60 
2020,Torrent de les Flors-Sant Lluís,BARCELONA,41.4061933 / 2.1602357,Pal,116 
2021,Pl Joanic,BARCELONA,41.4049701 / 2.1625133,Pal,116 
2022,Granja Vella-Av Martí Codolar,BARCELONA,41.4269004 / 2.1479807,Pal,17 112 185 
2023,Calderón de la Barca-Ctra del Carmel,BARCELONA,41.4190562 / 2.1573521,Pal,119 86 
2024,Calderón de la Barca-Alcalde de Zalamea,BARCELONA,41.4206705 / 2.1568739,Pal,119 86 
2025,Segimón-L'Alguer,BARCELONA,41.4209933 / 2.1551295,,119 
2026,Fastenrath-L'Hortal,BARCELONA,41.4219621 / 2.1527058,,119 
2028,Camí dels Àngels,BARCELONA,41.4216280 / 2.1493167,,119 
2029,Parc de La Creueta del Coll,BARCELONA,41.4194147 / 2.1468661,,119 
2034,Metro Penitents,BARCELONA,41.4174587 / 2.1409859000000324,,119 
2036,Sigüenza - Satenrath,BARCELONA,41.3879170 / 2.1699187,Pal,", "
2037,Sigüenza-La Murtra,BARCELONA,41.4233013 / 2.1526463,Pal,119 
2038,Sigüenza-Ramon Rocafull,BARCELONA,41.4241641 / 2.1541752,Pal,119 
2039,Mercat del Carmel,BARCELONA,41.4236125 / 2.1553896,Pal,119 
2040,Conca de Tremp-Agudells,BARCELONA,41.4228332 / 2.1560374,"Pal, Plataforma",119 86 
2041,Conca de Tremp-Arbós,BARCELONA,41.4213780 / 2.1572149,"Pal, Plataforma",119 
2042,Conca de Tremp-Queixans,BARCELONA,41.4200645 / 2.1575436,"Pal, Plataforma",119 86 
2043,Manso-Comte Borrell,BARCELONA,41.3774422 / 2.1614920,Marquesina,120 
2044,Riera Alta-Nou de Dulce,BARCELONA,41.3803935 / 2.1639735,Pal,120 
2045,Riera Alta-Erasme de Janer,BARCELONA,41.3805199 / 2.1664940,Pal,120 
2046,Rambla del Raval-Aurora,BARCELONA,41.37934790000001 / 2.168258000000037,Pal,120 
