ID,Street name,City,Lat/Lon,Furniture,Buses
3046,Anna Piferrer - Betània,BARCELONA,41.4173818 / 2.1408971,Pal,129 
3049,Pl de les Glòries Catalanes-Av Diagonal,BARCELONA,41.4028956 / 2.1877830,,07 56 92 B21 
3050,Indústria-Guinardó,BARCELONA,41.4154576 / 2.1821310,,192 
3051,La Murtra-Sta Albina,BARCELONA,41.4241610 / 2.1507706,,119 
3052,Castellbisbal-Sta Rosalía,BARCELONA,41.4214084 / 2.1443092,,119 
3053,Av. Escolapi Càncer (Metro Torre Baró Vallbona),BARCELONA,41.4589730 / 2.1804970,,80 83 81 
3054,Av. Escolapi Càncer (Passat Pl. Eucalíptus),BARCELONA,41.3879170 / 2.1699187,,80 83 81 
3055,Av. Escolapi Càncer (Passat Metro Torre Baró),BARCELONA,41.4612510 / 2.1805450,,83 
3056,Av. Escolapi Càncer (Abans Masquefa),BARCELONA,41.3879170 / 2.1699187,,83 
3057,Av. Escolapi Càncer (Passat Sant Quirze de Safaja),BARCELONA,41.3879170 / 2.1699187,,83 
3058,Av. Escolapi Càncer (Passat Castellfollit),BARCELONA,41.3879170 / 2.1699187,,83 
3059,Av. Escolapi Càncer (Abans Bellprat),BARCELONA,41.3879170 / 2.1699187,,83 
3060,Bellprat (Abans Sant Feliu de Codines),BARCELONA,41.3879170 / 2.1699187,,83 
3061,Sant Feliu de Codines (Passat Bellprat),BARCELONA,41.3879170 / 2.1699187,,83 
3062,Sant Feliu de Codines (Passat Trav. Castellfollit),BARCELONA,41.4557001 / 2.1754317,,83 
3063,Sant Feliu de Codines (Abans Vilatorta),BARCELONA,41.3879170 / 2.1699187,,83 
3064,Sant Feliu de Codines (Vilatorta-Pau Sabater),BARCELONA,41.3879170 / 2.1699187,,83 
3065,Sant Feliu de Codines ('Pau Sabater'-Pl. Eucalíptus),BARCELONA,41.3879170 / 2.1699187,,83 
3066,Av. Vallbona (Pl. Eucalíptus),BARCELONA,41.3879170 / 2.1699187,,80 83 81 
3067,Pl. Primer de Maig (Abans Oristà),BARCELONA,41.3879170 / 2.1699187,,83 
3068,Av. Puig de Jorba (Passat Artés),BARCELONA,41.3879170 / 2.1699187,,83 
3069,Av. Puig de Jorba (Abans Pg. de la Pineda),BARCELONA,41.4662976 / 2.1828524,,83 
3070,Pg. de la Pineda (Passat Av. Puig de Jorba),BARCELONA,41.4656251 / 2.1804302,,83 
3071,Pg. de la Pineda (Urbanització Vallbona),BARCELONA,41.4663520 / 2.1849621,,83 
3072,Pg. de la Pineda (Abans Oristà),BARCELONA,41.3879170 / 2.1699187,,83 
3073,Oristà (Passat Pg. de la Pineda),BARCELONA,41.4662976 / 2.1828524,,83 
3074,Oristà (Abans Pg.Cimal),BARCELONA,41.4678399 / 2.1815995,,83 
3075,Artés (Passat Av. Puig de Jorba),BARCELONA,41.4656251 / 2.1804302,,83 
3076,Av. Vallcivera (Abans Moixeró),BARCELONA,41.3879170 / 2.1699187,,83 
3077,Pl. Llucmajor,BARCELONA,41.4393237 / 2.1755470,Pal,80 81 
3078,Aiguablava (Davant Vallbona),BARCELONA,41.4661236 / 2.1830122,,80 81 
3079,Aiguablava (Passat Av. Vallbona),BARCELONA,41.4581991 / 2.1842537,,80 81 
3080,Aiguablava Davant Ripoll Martorelles,BARCELONA,41.3879170 / 2.1699187,,80 81 
3081,Aiguablava (Abans Ripoll),BARCELONA,41.3879170 / 2.1699187,,80 81 
3082,Llerona (Abans Balenyà),BARCELONA,41.3879170 / 2.1699187,,80 81 
3083,Llerona (Passat Balanyà),BARCELONA,41.3879170 / 2.1699187,,80 81 
3084,Llerona (Passat Avinyonet),BARCELONA,41.3879170 / 2.1699187,,80 81 
3085,Llerona (Abans Avinyonet),BARCELONA,41.3879170 / 2.1699187,,80 81 
3086,Llerona (Passat Torrelles),BARCELONA,41.3879170 / 2.1699187,,80 81 
3087,Llerona (Prop del nº 50),BARCELONA,41.3879170 / 2.1699187,,80 81 
3088,Llerona (Abans Ripoll),BARCELONA,41.3879170 / 2.1699187,,80 81 
3089,Llerona-Ripollet,BARCELONA,41.45632 / 2.18219,,80 81 
3090,Llerona (Davant Martorelles),BARCELONA,41.3879170 / 2.1699187,,80 81 
3091,Llerona (Passat Martorelles),BARCELONA,41.3879170 / 2.1699187,,80 81 
3093,Cantera (Llobera-Escales de Llobera),BARCELONA,41.4499109 / 2.1764632,,81 
3094,Pl. Roja Ciutat Meridiana (Passat Av. Rasos de Peguera),BARCELONA,41.4606809 / 2.1741972,,80 81 
3096,Baixada Pedregar ('Briquets'-Pla de Fornells),BARCELONA,41.3879170 / 2.1699187,,81 
3097,Oristà (Castelladral-Torre Vela),BARCELONA,41.3879170 / 2.1699187,,80 81 
3098,Av. Alzinar (Orpí-'Torrent de Tapioles'),BARCELONA,41.4639034 / 2.1815606,,80 81 
3099,Artesania (Alcàntara-Rodrigo Caro),BARCELONA,41.3879170 / 2.1699187,,81 
3100,Artesania (Via Favència-'Marín'),BARCELONA,41.3879170 / 2.1699187,,81 
3101,Artesania ('Alonso Cano'-Ponce de Leon),BARCELONA,41.3879170 / 2.1699187,,81 
3102,Pl. Virrei Amat (Dr. Pi i Molist-St. Iscle),BARCELONA,41.3879170 / 2.1699187,,82 
3103,Rda. Guineueta Vella (Passat Juan Ramón Jimenez),BARCELONA,41.3879170 / 2.1699187,,82 
3104,Rda. Guineueta Vella (Passat Cª. Alta de les Roquetes),BARCELONA,41.4471850 / 2.1747511,,82 
3105,Cª. Alta de les Roquetes (Esc. Can Ensenya) dir Virrei Amat,BARCELONA,41.3879170 / 2.1699187,,82 
3106,Cª. Alta de les Roquetes (Escola Can Ensenya),BARCELONA,41.3879170 / 2.1699187,,82 
3107,Alta de les Roquetes (Font Canyelles),BARCELONA,41.44959 / 2.16831,,82 
3108,Cª. Alta de les Roquetes (Davant Font Canyelles),BARCELONA,41.44959 / 2.16831,,82 
3109,Ctra. Alta de Roquetes -  'Dipòsit',BARCELONA,41.4504837 / 2.1742565,Pal,82 
3110,Cª. Alta de les Roquetes (Runes de la Torre Baró),BARCELONA,41.4612510 / 2.1805450,,82 
3111,Cª. Alta de les Roquetes (Turó de les Roquetes dir. Virrei),BARCELONA,41.3879170 / 2.1699187,,82 
3112,Cª. Alta de les Roquetes (Turó de les Roquetes),BARCELONA,41.4471850 / 2.1747511,,82 
3113,Castellví - 'Torre Baró',BARCELONA,41.4542994 / 2.1727268,,82 
3125,Tarragona-Aragó,BARCELONA,41.37851 / 2.14529,,109 
3126,Pl dels Països Catalans-Estació de Sants,BARCELONA,41.3799002 / 2.1410400,,30 44 109 N0 
3127,Estació de Sants,BARCELONA,41.3793719 / 2.1404799,,109 
3128,Artesania ('Pla de Fornells'-Alcàntara),BARCELONA,41.3879170 / 2.1699187,,81 
3129,Estació de Sants-Viriat,BARCELONA,41.3797239 / 2.1391580,,44 
3133,Sta Amèlia-Eduard Conde,BARCELONA,41.3928648 / 2.1217261,,130 
3134,Sta Amèlia-Or,BARCELONA,41.3938435 / 2.1235973,,130 
3139,Viriat (Estació Autobusos),BARCELONA,41.3879170 / 2.1699187,,100 
3158,Pg d'Urrutia-Dr Pi i Molist,BARCELONA,41.4348066 / 2.1709056,Pal,122 
3159,Nil-Dr Pi i Molist,BARCELONA,41.4342109 / 2.1717397,Pal,122 
3160,St Iscle-Travau,BARCELONA,41.4342925 / 2.1703144,Pal,122 
3162,Praga-Rda Guinardó,BARCELONA,41.4124082 / 2.1642957,Pal,55 114 
3163,Via Favència-Pg de Valldaura,BARCELONA,41.4402917 / 2.1640171,Pal,127 
3166,Pl de Joan Peiró,BARCELONA,41.3787729 / 2.1395530,,30 115 
3167,Pl dels Països Catalans-St Antoni,BARCELONA,41.3795097 / 2.1414703,,32 
3168,Pl dels Països Catalans,BARCELONA,41.3796055 / 2.1413655,,78 
3169,Rda de St Martí,BARCELONA,41.5360294 / 2.1802860,,36 
3170,Rda de St Martí-Riera d'Horta,BARCELONA,41.4278705 / 2.1939557,,36 
3171,Rda de St Martí-Rbla de Prim,BARCELONA,41.4273714 / 2.1977199,,36 
3172,Rda de St Martí-Pont del Treball,BARCELONA,41.42324 / 2.19183,,36 
3174,Av Diagonal-Complex Esportiu Universitari,BARCELONA,41.3833098 / 2.1079083,,54 113 
3175,CAP Bonaplata,BARCELONA,41.3960815 / 2.1241917,,130 
3176,Fontcoberta-Pedró de la Creu,BARCELONA,41.3972366 / 2.1220816,,130 
3177,Ramon Miquel Planas-Major de Sarrià,BARCELONA,41.4009747 / 2.1202681,,130 
3178,Clos de St Francesc-Pg Reina Elisenda de Montcada,BARCELONA,41.3993677 / 2.1206023,,130 
3180,Teide-Pg de Fabra i Puig,BARCELONA,41.4302250 / 2.1691473,,122 
3181,Via Favència-Rda de Dalt,BARCELONA,41.4469732 / 2.1852920,,127 
3183,Pg de St Gervasi-Ptge Maluquer,BARCELONA,41.4099869 / 2.1362299,,123 
3184,Carles Riba-Bellesguard,BARCELONA,41.4144036 / 2.1300665,Pal,196 
3185,Teodor Roviralta-Manuel Ramon,BARCELONA,41.4123779 / 2.1260027,,196 
3186,Comte d'Urgell-Pl Francesc Macià,BARCELONA,41.3919315 / 2.1455216,,41 
3188,Jardins de Pedro Muñoz Seca,BARCELONA,41.4305221 / 2.1447052,,10 
3189,Ronda de Dalt-Pl de la Central,BARCELONA,41.4144266 / 2.1335857,,196 
3190,Pujades-Roc Boronat,BARCELONA,41.4003972 / 2.1988899,Marquesina,36 71 192 N6 
3191,Josep Maria Lledó-Bellesguard,BARCELONA,41.4108310 / 2.1248628,,196 
3203,Renaixença-Vinya,BARCELONA,41.4181540 / 2.1771980,,117 
3204,Villar-Xiprer,BARCELONA,41.4170269 / 2.1780643,,117 
3205,Xiprer-Vinya,BARCELONA,41.4180196 / 2.1790371,,117 
3206,Benet i Mateu-Pl Artós,BARCELONA,41.3955135 / 2.1255312,,66 
3207,Peñíscola (Passat Ausona),BARCELONA,41.3879170 / 2.1699187,,127 
3208,Pg. Maragall - Santa Joaquima de Vedruna,BARCELONA,41.4211689 / 2.1799707,,19 45 47 50 51 117 N1 N4 
3209,Pg. Maragall - Puerto Príncipe,BARCELONA,41.4209250 / 2.1804452,Pal,19 45 47 50 51 N1 N4 
3210,Pl. Nou - Estany,BARCELONA,41.3534609 / 2.1415851,,125 
3211,Plom - Ferro,BARCELONA,41.3527183 / 2.1393630,,125 
3212,Acer - Plom,BARCELONA,41.3879170 / 2.1699187,,125 
3213,Acer - Arnes,BARCELONA,41.3503822 / 2.1381570,,125 
3214,Metal.lúrgia - Motors,BARCELONA,41.3493918 / 2.1373671,,125 
3215,Marina - Trav. de Gràcia,BARCELONA,41.4070347 / 2.1711068,,92 
3216,Alcalde de Móstoles - Rda. Guinardó,BARCELONA,41.4107958 / 2.1662051,Pal,92 
3217,Joan d'Alòs - Miret i Sans,BARCELONA,41.3932629 / 2.1090027,,113 
3218,Abadessa Olzet - Montevideo,BARCELONA,41.3949226 / 2.1087759,,113 
3219,Panamà - Abadessa Olzet,BARCELONA,41.3955893 / 2.1073986,,113 
3220,Av. Pearson - Ptge. Ametllers,BARCELONA,41.3932156 / 2.1044004,,113 
3221,Pg. Vall d'Hebron (Abans Granja Vella),BARCELONA,41.42789 / 2.14343,,27 60 73 76 B16 B19 N4 
3230,Rda. General Mitre (Torras i Pujalt-Ganduxer),BARCELONA,41.3998617 / 2.1345288,,74 N0 
3235,Sardenya (Passat Camèlies),BARCELONA,41.3879170 / 2.1699187,,39 55 
3236,Centre Comercial 'Las Arenas',BARCELONA,41.3757134 / 2.1496321,Marquesina,09 56 N1 N13 N14 N15 N16 N17 N2 
3237,Tarragona - Centre Comercial 'Las Arenas',BARCELONA,41.3760295 / 2.1488115,,109 
3238,Ferran Junoy (Sao Paolo-'Pg. Potosí'),BARCELONA,41.4431411 / 2.2027573,,60 
8258,Carles Pirozzini (Collserola-Pl. Comte de Sert),BARCELONA,41.4166811 / 2.1341676,Pal,124 
8259,L´Enginyeria (Carles Pirozzini-August Font),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8260,L´Enginyeria (Carles Pirozzini-'August Font'),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8261,August Font ('L´Enginyeria'-Collserola),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8262,August Font (L´Enginyeria-'Collserola'),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8263,Salvador Alarma (Josep Mª Sert-Gual),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8264,Josep M Jujol (August Font-Vallpar),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8265,Vallpar (Josep M Jujol-Corça),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8266,Vallpar (Corça-Penitents),BARCELONA,41.3879170 / 2.1699187,Pal,124 
8267,Ticià-Penitents,BARCELONA,41.41836 / 2.13668,Pal,124 
8268,Ticià (Palma de Sant Genís-Pg. vall d´Hebron),BARCELONA,41.4293211 / 2.1447530,Pal,124 
100060,Aldea - Font del Remei,BARCELONA,41.4185605 / 2.1500304,Pal,87 
100143,Aragó - Av. Meridiana,BARCELONA,41.4092496 / 2.1873866,Marquesina,B24 
100165,Arístides Maillol (Davant Taquilles Barça),BARCELONA,41.3783885 / 2.1211499,,L12 
100185,Ausias Marc - Bailen,BARCELONA,41.3920570 / 2.1765509,Pal,N9 
100186,Ausiàs Marc - Roger de Flor,BARCELONA,41.3937320 / 2.1787037,Pal,N9 
100189,Ausiàs Marc - Sardenya,BARCELONA,41.3879170 / 2.1699187,,N9 
101341,Baixada de la Plana - Tajo,BARCELONA,41.4295481 / 2.1592142,Pal,87 
101423,Calderón de la Barca - Llobregós,BARCELONA,41.4232397 / 2.1548256,Pal,86 
101486,Carrer A - Carrer 1,BARCELONA,41.3445918 / 2.1461830,Marquesina,N1 
101487,Carrer A -  'Guardia Urbana ',BARCELONA,41.3425338 / 2.1449223,Marquesina,N1 
101576,Casp  - Girona,BARCELONA,41.3924747 / 2.1749198,Marquesina,B25 
101853,Comte d´Urgell  - Rosselló,BARCELONA,41.3888524 / 2.1498848,Pal,N12 
101861,Conca de Tremp ('Arbós'-Queixans),BARCELONA,41.3879170 / 2.1699187,,86 
101876,Constitució - Badal,BARCELONA,41.3692923 / 2.1335475,Marquesina,N13 
101952,Ctra. de la Bordeta - Hostafrancs,BARCELONA,41.3733528 / 2.1444637,Pal,N13 
102139,Duran i Borrell - Baixada Sant Marià,BARCELONA,41.4179543 / 2.1492590,Pal,87 
102188,Estació de Sants - Pl. Països Catalans,BARCELONA,41.37990 / 2.14104,Marquesina (x2),CJ 
102226,Farigola - Mare de Déu del Coll,BARCELONA,41.4137617 / 2.1470222,Pal,87 
102227,Farigola - Callendau,BARCELONA,41.4120930 / 2.1463722,Pal,87 
102228,Farigola - Móra d´Ebre,BARCELONA,41.4143884 / 2.1474890,Marquesina,87 
102722,Llobregós - Murtra,BARCELONA,41.4224425 / 2.1526277,Marquesina,87 N4 
102723,Llobregós - Pantà de Tremp,BARCELONA,41.4246845 / 2.1566273,Marquesina,86 87 N4 
102823,Mare de Déu del Coll - de les Medes,BARCELONA,41.4114878 / 2.1470506,Pal,87 
102824,Mare de Déu del Coll - Maignon,BARCELONA,41.4085125 / 2.1499836,Pal,87 
102825,Mare de Déu del Coll - Baixada de la Glòria,BARCELONA,41.4104115 / 2.1480632,Pal,87 
102854,Marina - Av. Diagonal,BARCELONA,41.4017519 / 2.1781267,Marquesina,N0 N7 N9 
102952,Móra d'Ebre - Sant Eudald,BARCELONA,41.4153077 / 2.1476877,Pal,87 
102953,Móra d´Ebre - Solanell,BARCELONA,41.4171330 / 2.1484938,Pal,87 
102954,Móra d´Ebre - Baixada de Sant Marià,BARCELONA,41.4181624 / 2.1490652,Ressort,87 
102955, Font del Coll - Móra d´Ebre,BARCELONA,41.4196335 / 2.1500795,Pal,87 
103114,Pere IV - Provençals,BARCELONA,41.4110915 / 2.2040355,Marquesina,B25 N11 
103115,Pere IV  - Agricultura,BARCELONA,41.4139298 / 2.2060204,Marquesina,B25 N11 
103116,Pere IV  - Pge. Monyarc,BARCELONA,41.4092508 / 2.2026408,Marquesina,B25 N11 
103128,Pere IV  - Maresme,BARCELONA,41.4168776 / 2.2084142,Marquesina,B25 N11 
103132,Pere IV - Josep Pla,BARCELONA,41.4159232 / 2.2079408,Marquesina,B25 N11 
103133,Pere IV  - Selva de Mar,BARCELONA,41.4113198 / 2.2039390,Pal,B25 N11 
103134,Pere IV  - Treball,BARCELONA,41.4139097 / 2.2062470,Pal,B25 N11 
103603,Pl. Catalunya - (Corte Inglés),BARCELONA,41.3877216 / 2.1705491,,N4 N5 N6 N7 
103630,Pl. Espanya - Creu Coberta,BARCELONA,41.3747199 / 2.1484583,Marquesina,A1 A2 
103646,Pl. de les Glòries (Dos de Maig-Av. Diagonal),BARCELONA,41.3879170 / 2.1699187,,N0 N2 N7 
104048,Pl. Urquinaona,BARCELONA,41.3889539 / 2.1733879,Marquesina,B20 B21 
104085,Riera Blanca - Constitució,BARCELONA,41.3689500 / 2.1311877,Pal,LH2 
104086,Riera Blanca - Sant Frederic,BARCELONA,41.3726869 / 2.1259673,"Marquesina, Platafor",LH2 
104087,Riera Blanca - Antoni de Capmany,BARCELONA,41.3706496 / 2.1294598,Marquesina,LH2 
104091,Riera Blanca - Puig i Valls,BARCELONA,41.3735416 / 2.1244978,Marquesina,LH2 
104258,Santander - Caresmar,BARCELONA,41.4337857 / 2.2074246,Marquesina,B22 B24 
104259,Santander - Via Trajana,BARCELONA,41.4284482 / 2.2026570,Marquesina,B24 N8 
104263,Santander - Caresmar,BARCELONA,41.4337857 / 2.2074246,Marquesina,B24 
104264,Santander - Terç de la M. de Déu de Montserrat,BARCELONA,41.4312738 / 2.2053364,Pal,B23 B24 N8 
104270,Santander - Terç de la M. de Déu de Montserrat,BARCELONA,41.4312738 / 2.2053364,Marquesina,B23 B24 N8 
104298,Pg. Mare de Déu del  Coll - Santuari,BARCELONA,41.4201899 / 2.1491496,Pal,87 
104308,Sardenya - Gran Via,BARCELONA,41.3987734 / 2.1791978,Marquesina,N9 
104310,Sardenya - Mallorca,BARCELONA,41.4023645 / 2.1746546,Marquesina,N9 
104375,St. Antoni M. Claret - Av. Meridiana,BARCELONA,41.4213640 / 2.1871187,Marquesina,B22 
104490,Torrent del Remei - Riu de la Plata,BARCELONA,41.4159666 / 2.1482969,,87 
104540,Trav. de Gràcia - Pl. Gal.la Placídia,BARCELONA,41.3989102 / 2.1540571,Marquesina,87 
104675,Via Trajana - Binèfar,BARCELONA,41.4269531 / 2.2062416,Pal,B23 
104676, Via Trajana - Santander,BARCELONA,41.4280763 / 2.2038518,Pal,B23 
104994,Pl. Catalunya - Fontanella,BARCELONA,41.3873732 / 2.1708285,Marquesina,A2 
105118,Av. Paral.lel - Pl. Espanya,BARCELONA,41.3748743 / 2.1522630,Marquesina (x2),L80 L81 
105121,Av. Paral.lel - Pl. Espanya,BARCELONA,41.3748743 / 2.1522630,Marquesina (x2),L70 L72 L86 L87 
105349,Av. Diagonal -'Zona Universitaria',BARCELONA,41.3860227 / 2.1177491,Marquesina,L97 N12 
105416,Pl. Goya,BARCELONA,41.4894145 / 2.1479047,"Pal, Prohibició",L94 L95 
105439,Roquetes - Aiguablava,BARCELONA,41.45174 / 2.18637,,N1 
105446,Av. Estatut de Catalunya - Can Marcet,BARCELONA,41.4340902 / 2.1525613,Pal,N4 
105536,Aiguablava (Pedrosa-'Tamariu'),BARCELONA,41.4500573 / 2.1844627,,N1 
105766,Av. Paral.lel - Pl. Espanya,BARCELONA,41.3748743 / 2.1522630,Marquesina (x2),L70 
105823,Padilla - Av. Meridiana,BARCELONA,41.3990067 / 2.1862513,Pal,N7 
105825,Av. Meridiana - ' Teatre Nacional de Catalunya ',BARCELONA,41.3879170 / 2.1699187,Pal,N0 
105827,Av. Diagonal - Padilla,BARCELONA,41.4021602 / 2.1810354,Pal,N0 N7 
105831,Castillejos - Av. Meridiana,BARCELONA,41.40052559999999 / 2.1861665999999786,Pal,N7 
105906,Pg. Sant Joan - Auxiàs Marc,BARCELONA,41.3923838 / 2.1786256,Marquesina,B25 N11 N4 
105911,Av. Diagonal - Pl. Reina Maria Cristina,BARCELONA,41.3884859 / 2.1274197,Marquesina,L97 
105956,Caracas - Maracaibo,BARCELONA,41.4425254 / 2.2030875,,N8 
106013,Aragó - Espronceda,BARCELONA,41.3879170 / 2.1699187,"Marquesina, Platafor",B24 
106155,Entença - (Av. Roma),BARCELONA,41.3820116 / 2.1476166,Pal,N0 
106156,Entença - Josep Tarradellas,BARCELONA,41.3861870 / 2.1421006,Marquesina,N0 
106157,Av. Meridiana - Marina,BARCELONA,41.3957462 / 2.1868054,Pal,N0 
106158,Av. Meridiana - Marina,BARCELONA,41.3957462 / 2.1868054,Marquesina,N0 
106159,Av. Meridiana - ' Teatre Nacional de Catalunya ',BARCELONA,41.3879170 / 2.1699187,,N0 
106160,Rosselló - Lepant,BARCELONA,41.4067313 / 2.1752546,Marquesina,N0 
106161,Cartagena - Indústria,BARCELONA,41.4099408 / 2.176017199999933,Pal,N0 
106162,Cartagena - '  Hospital de Sant Pau ',BARCELONA,41.4115645 / 2.1740171,Pal,B22 N0 
106163,Cartagena - Rda. Guinardo,BARCELONA,41.4134985 / 2.1714738,Pal,B22 N0 
106164,Pg. de Colom -Pl. Portal de la Pau,BARCELONA,41.3756956 / 2.1781173,Pal,N0 
106166,Pg. de Gràcia  - Gran Via Corts Catalanes,BARCELONA,41.3885334 / 2.1691051,Marquesina,N4 N6 
106167,Llobregós - Fastenrath,BARCELONA,41.4217079 / 2.1513060,Pal,87 N4 
106168,Cristòfol de Moura -  Rda. Sant R. de Penyafort,BARCELONA,41.4178125 / 2.2156524,Marquesina,N6 
106170,Pl. de les Glories - G. V. de les Corts Catalanes,BARCELONA,41.3916986 / 2.1712069,Pal,N0 
106175,Pl. Francesc Macià,BARCELONA,41.3921150 / 2.1451780,Marquesina,N12 
106189,Ramon Rocafull - Moratin,BARCELONA,41.4243949 / 2.1523762,Pal,86 
106465,Bruc - Rda. Sant Pere,BARCELONA,41.3900778 / 2.1750194,Marquesina,B24 
106483,Taulat (Selva de Mar-Josep Pla),BARCELONA,41.40893 / 2.21591,Pal,41 
106838,Av. Albert Bastardas - General Batet,BARCELONA,41.3811277 / 2.1077724,Pal,L14 
106839,Flos i Calcat - Numància,BARCELONA,41.3906337 / 2.1314252,Marquesina,L79 
106855,Gran Via de les Corts Catalanes - Pge. Marçal,BARCELONA,41.3666006 / 2.1371818,Pal,L16 
106856,Mineria - 'Zona Franca',BARCELONA,41.3652708 / 2.1384718,Marquesina,L16 
106857,Ctra. antiga del Prat - Pg. de la Zona Franca,BARCELONA,41.3632908 / 2.1359387,Pal,L16 
106858,del Radi - Ctra. del Prat,BARCELONA,41.3627243 / 2.1350173,Pal,L16 
106944,Sant Antoni M. Claret - Concepció Arenal,BARCELONA,41.3879170 / 2.1699187,Pal,B22 
107037,Av. Diagonal - Torre Melina,BARCELONA,41.3841196 / 2.1117459,Pal,L14 
107097,Torre Melina - Av. Diagonal,BARCELONA,41.3814819 / 2.1079668,"Pal, Prohibició",L14 
107146,Calderón de la Barca - Agudella,BARCELONA,41.4216152 / 2.1555065,Pal,86 
107150,Mare de Déu del Coll - Farigola,BARCELONA,41.4131804 / 2.1468661999999767,Pal,87 
107208,Pg. Zona Franca ('Mineria'-Gv. Corts Catalanes),BARCELONA,41.3879170 / 2.1699187,Pal,09 
107228,Av. Paral.lel - Pl. Espanya,BARCELONA,41.3748743 / 2.1522630,Marquesina,L72 
107229,Pg. Maragall - Tajo,BARCELONA,41.4294247 / 2.1620831,"Marquesina, Prohibic",87 
107428,Av. d'Esplugues - Eduard Toldrà,BARCELONA,41.3879470 / 2.1065960,Pal,EP1 JM 
107440,Av. Diagonal - Padilla,BARCELONA,41.4021602 / 2.1810354,Marquesina,N0 N7 
107456,Av. Joan XXIII - ' La Masía ',BARCELONA,41.3830264 / 2.1228115,Pal,L12 
107511,Lisboa - Sta. Joana d´Arc,BARCELONA,41.4294579 / 2.1580946,Marquesina,86 
107721,Transversal 12 - 'Mercabarna',BARCELONA,41.3303810 / 2.1144676,Pal,PR4 
107722,carrer número  6 - carrer F,BARCELONA,41.3250329 / 2.1181582,Pal,PR4 
107730,Av. Ports d'Europa - 'Service Center',BARCELONA,41.3225614 / 2.1364221,Marquesina,PR4 
107731,Av. dels Ports d´Europa - Atlàntic,BARCELONA,41.32176339999999 / 2.140513599999963,Pal,PR4 
107733,Índic - Av. dels Ports d´Europa,BARCELONA,41.3231018 / 2.1432865,Pal,PR4 
107734,Mar Roja - Índic,BARCELONA,41.3223819 / 2.1455299,Pal,PR4 
107735,Av. Ports d'Europa 'ZAL',BARCELONA,41.3217038 / 2.1480701,Marquesina,PR4 
107736,Mar Roja - Antàrtic,BARCELONA,41.3225705 / 2.1456984,Marquesina,PR4 
107737,Índic - Mar Roja,BARCELONA,41.3231583 / 2.1430137,Pal,PR4 
107738,Av. dels Ports d´Europa - Índic,BARCELONA,41.3221299 / 2.1405161,Marquesina,PR4 
107739,Av. Ports d'Europa - 'Service Center',BARCELONA,41.3225614 / 2.1364221,Marquesina,PR4 
107740,Carrer nº 5* -'Zona Franca Duanera',BARCELONA,41.3248405 / 2.1284710,Pal,PR4 
107748,Transversal 12 - 'Mercabarna',BARCELONA,41.3303810 / 2.1144676,Pal,PR4 
108014,Caracas - Maracaibo,BARCELONA,41.4425254 / 2.2030875,Pal,N8 
108719,Pl. Reina M. Cristina,BARCELONA,41.3879116 / 2.1267235,Marquesina,L14 L97 L79 
108786,Pg. Josep Carner (Pl. de les Drassanes),BARCELONA,41.3747435 / 2.177089799999976,,N6 
108884,Moianes - Ctra. de la Bordeta,BARCELONA,41.3732528 / 2.1424639,Pal,N13 
108886,Mossèn Amadeu Oller - Gran Via Corts Catalanes,BARCELONA,41.3683038 / 2.1389869,Pal,N13 
108891,Av. Diagonal - González Tablas,BARCELONA,41.3844324 / 2.1102776,,L14 
108894,Espronceda (Concili de Trento-'Andrade'),BARCELONA,41.3879170 / 2.1699187,,N8 
108897,Rda. de Dalt - Av. Josep Vicent Foix,BARCELONA,41.4014967 / 2.1147831,Pal,N8 
108923,Dante Alighieri - Pantà de Tremp,BARCELONA,41.4261086 / 2.1546253,Pal,86 
108932,Casp - Pau Claris,BARCELONA,41.3899540 / 2.1716076,Pal,B20 B24 
108935,Rda. Universitat - 'Pl. Catalunya',BARCELONA,41.3869226 / 2.1669843,Marquesina,L94 L95 N14 N16 
108941,Rda. Sant Pau - Lleialtat,BARCELONA,41.3770652 / 2.1654841,,N6 
108958,Comte d´Urgell - Londres,BARCELONA,41.3879170 / 2.1699187,Marquesina,", "
108967,Pg. Josep Carner (Abans Av. Paral.lel),BARCELONA,41.3748677 / 2.1768205,,N6 
108981,Numància- Rda. Gral. Mitre,BARCELONA,41.3914102 / 2.1308502,Pal,N0 
108984,Pg. Mare de Déu del Coll - Lorda,BARCELONA,41.4205494 / 2.1492648,,87 N4 
109001,Guipúscoa - Verneda,BARCELONA,41.4248197 / 2.2080694,Pal,B21 
109031,Av. Manuel Azaña - Av. de Xile,BARCELONA,41.3774285 / 2.1109240,"Pal, Prohibició",L14 
109046,Sepúlveda - Comte d´Urgell,BARCELONA,41.3809105 / 2.1593745,Marquesina,L94 L95 
109047,Marroc - Pere IV,BARCELONA,41.4096358 / 2.2020956,Marquesina,B25 N11 
109058,Via Favència - 'Metro Canyelles',BARCELONA,41.4430019 / 2.1696362,Pal,N4 N6 
109059,Pl. de l'Havana - 'La Maquinista',BARCELONA,41.4355963 / 2.1956590,Pal,B23 
